gia_ban,dien_tich,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,chieu_dai,e_Quận Gò Vấp,e_Quận Phú Nhuận
8.9,90.0,0,1,4.0,4.0,3.0,1,7,4.0,12.0,1.0,0.0
4.85,30.0,0,5,3.0,3.0,2.0,4,2,7.0,5.5,1.0,0.0
7.8,64.0,0,5,7.0,6.0,5.0,3,7,3.5,18.0,1.0,0.0
5.8,32.0,0,5,2.0,3.0,4.0,4,7,4.0,8.0,1.0,0.0
3.6,37.9,0,5,4.0,4.0,4.0,1,6,3.53,10.8,1.0,0.0
3.3,38.0,0,5,3.0,2.0,2.0,1,2,3.8,10.0,1.0,0.0
7.98,55.476,2,5,4.0,5.0,3.0,3,7,4.14,13.4,1.0,0.0
5.35,50.0,0,5,3.0,2.0,2.0,1,2,3.3,15.0,1.0,0.0
6.67,50.0,3,5,4.0,5.0,4.0,3,7,4.0,13.0,1.0,0.0
3.44,40.0,0,1,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.95,39.0,0,5,2.0,3.0,2.0,4,2,3.9,10.0,1.0,0.0
7.45,40.0,3,5,2.0,2.0,2.0,2,2,5.0,8.0,1.0,0.0
11.0,143.0,2,5,5.0,5.0,3.0,1,7,5.5,26.0,1.0,0.0
4.0,87.0,0,5,5.0,5.0,3.0,1,2,5.2,17.0,1.0,0.0
4.2,47.0,0,5,2.0,2.0,2.0,1,5,4.1,11.5,1.0,0.0
11.65,218.0,0,5,6.0,6.0,6.0,2,6,5.1,32.0,1.0,0.0
8.6,56.0,0,5,5.0,6.0,5.0,1,7,4.0,12.0,1.0,0.0
4.0,35.0,0,5,3.0,4.0,4.0,3,7,4.0,12.0,1.0,0.0
7.0,50.0,0,5,4.0,5.0,4.0,4,7,4.0,12.5,1.0,0.0
18.7,108.0,3,5,5.0,3.0,3.0,1,2,4.0,27.0,1.0,0.0
13.9,66.0,0,5,6.0,6.0,6.0,4,7,4.0,17.0,1.0,0.0
4.15,27.0,0,5,2.0,2.0,3.0,2,2,3.6,8.0,1.0,0.0
5.9,72.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
6.45,52.0,0,5,3.0,3.0,3.0,4,2,5.2,10.0,1.0,0.0
3.98,32.0,0,5,2.0,2.0,3.0,4,7,3.5,9.0,1.0,0.0
3.99,32.0,0,5,2.0,3.0,3.0,1,2,3.0,12.0,1.0,0.0
4.98,34.2,0,5,2.0,2.0,1.0,1,2,3.6,9.5,1.0,0.0
9.1,65.0,0,5,4.0,4.0,5.0,3,7,4.0,16.0,1.0,0.0
8.35,62.0,2,5,4.0,5.0,3.0,4,7,4.5,14.0,1.0,0.0
3.35,21.0,0,5,2.0,2.0,2.0,3,2,3.0,7.0,1.0,0.0
2.39,18.0,0,5,2.0,2.0,3.0,0,2,4.0,12.0,1.0,0.0
3.5,25.272,0,5,2.0,2.0,3.0,3,6,4.0,12.0,1.0,0.0
10.5,99.4,3,5,4.0,5.0,4.0,1,6,7.0,14.2,1.0,0.0
6.98,35.0,0,1,3.0,4.0,3.0,1,7,3.9,9.0,1.0,0.0
5.2,51.0,0,5,2.0,3.0,3.0,1,6,4.2,12.0,1.0,0.0
8.65,50.5,2,5,4.0,5.0,3.0,4,7,5.0,10.5,1.0,0.0
6.5,65.0,0,5,2.0,2.0,2.0,3,7,4.0,16.5,1.0,0.0
6.9,60.0,0,5,2.0,2.0,2.0,2,7,4.0,15.0,1.0,0.0
9.0,56.0,0,1,4.0,6.0,5.0,1,7,4.0,12.0,1.0,0.0
6.5,90.0,0,5,3.0,2.0,3.0,2,7,7.0,12.5,1.0,0.0
8.0,51.7,0,1,2.0,2.0,2.0,1,7,4.5,11.67,1.0,0.0
2.73,32.0,0,1,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.78,46.0,0,5,3.0,3.0,2.0,1,7,4.0,11.5,1.0,0.0
8.45,90.0,0,1,4.0,3.0,3.0,1,7,5.0,18.0,1.0,0.0
7.2,68.0,0,5,4.0,3.0,2.0,3,2,4.1,17.0,1.0,0.0
24.3,289.0,3,1,7.0,3.0,2.0,1,6,10.2,24.0,1.0,0.0
5.68,48.0,0,5,2.0,2.0,2.0,2,2,4.0,12.0,1.0,0.0
9.1,65.0,0,1,4.0,5.0,5.0,1,2,4.0,16.0,1.0,0.0
6.6,56.0,0,5,3.0,2.0,3.0,4,7,4.3,13.0,1.0,0.0
8.5,80.0,0,5,4.0,4.0,3.0,1,2,5.0,12.0,1.0,0.0
15.0,62.5,2,1,3.0,3.0,3.0,1,7,5.0,12.0,1.0,0.0
5.0,46.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
8.09,72.0,0,5,3.0,3.0,3.0,1,7,4.0,18.0,1.0,0.0
6.25,48.0,0,1,4.0,4.0,3.0,1,2,4.0,12.0,1.0,0.0
2.85,27.0,0,5,2.0,2.0,2.0,2,2,3.0,9.0,1.0,0.0
3.4,35.0,0,5,2.0,2.0,2.0,3,2,4.0,12.0,1.0,0.0
6.79,40.0,0,5,3.0,4.0,4.0,1,7,4.0,10.0,1.0,0.0
5.4,40.0,0,5,3.0,3.0,3.0,3,2,5.0,8.0,1.0,0.0
4.9,52.0,0,5,4.0,3.0,3.0,4,2,4.0,15.0,1.0,0.0
10.0,106.0,0,5,4.0,3.0,3.0,1,7,5.3,24.0,1.0,0.0
3.95,24.0,0,5,3.0,3.0,3.0,1,2,8.0,3.0,1.0,0.0
5.35,48.0,0,1,3.0,3.0,2.0,4,7,4.0,12.0,1.0,0.0
11.3,105.0,0,5,2.0,3.0,3.0,1,7,5.0,21.0,1.0,0.0
11.2,127.0,0,5,8.0,3.0,3.0,3,7,5.1,25.0,1.0,0.0
6.8,39.0,0,5,4.0,3.0,5.0,3,7,6.6,6.0,1.0,0.0
6.79,40.0,0,5,3.0,4.0,4.0,3,7,4.0,10.0,1.0,0.0
13.9,80.1,0,1,4.0,6.0,4.0,1,6,4.45,18.0,1.0,0.0
3.85,29.0,0,5,2.0,2.0,2.0,3,2,4.7,8.0,1.0,0.0
22.0,112.0,4,5,6.0,4.0,3.0,2,5,8.0,14.0,1.0,0.0
4.19,35.0,0,5,3.0,2.0,2.0,4,7,3.5,10.0,1.0,0.0
4.09,22.0,0,1,3.0,3.0,3.0,1,2,4.5,4.9,1.0,0.0
19.1,107.0,3,5,9.0,6.0,3.0,1,2,3.8,28.1,1.0,0.0
6.58,44.0,0,5,4.0,5.0,5.0,4,7,4.0,11.0,1.0,0.0
7.9,90.0,0,1,4.0,4.0,3.0,1,7,5.0,18.0,1.0,0.0
6.59,40.0,0,1,4.0,3.0,3.0,1,7,4.0,10.0,1.0,0.0
4.799,68.0,0,1,4.0,2.0,3.0,1,2,4.2,15.0,1.0,0.0
8.6,49.2,3,5,4.0,5.0,2.0,3,2,4.1,12.0,1.0,0.0
8.498,90.0,0,5,4.0,4.0,3.0,4,7,5.0,18.0,1.0,0.0
8.0,60.0,0,5,5.0,5.0,4.0,4,7,5.2,11.5,1.0,0.0
8.4,68.0,0,5,4.0,5.0,4.0,4,7,4.0,17.0,1.0,0.0
3.3,32.0,0,5,2.0,2.0,2.0,2,7,3.5,9.0,1.0,0.0
5.1,51.0,3,5,3.0,2.0,2.0,3,6,4.3,12.8,1.0,0.0
13.5,130.0,0,5,7.0,6.0,2.0,3,7,6.0,22.0,1.0,0.0
4.68,36.0,0,5,3.0,2.0,2.0,3,6,8.0,4.5,1.0,0.0
8.7,60.0,0,5,5.0,5.0,5.0,1,7,4.0,15.0,1.0,0.0
7.7,50.0,0,5,4.0,4.0,4.0,4,7,4.0,13.0,1.0,0.0
5.9,56.0,0,5,2.0,2.0,2.0,4,7,4.0,14.0,1.0,0.0
5.6,66.0,0,5,4.0,3.0,3.0,1,7,4.0,17.0,1.0,0.0
4.19,35.0,0,5,3.0,2.0,5.0,4,7,4.0,12.0,1.0,0.0
9.98,43.0,3,5,4.0,4.0,2.0,1,2,3.3,13.0,1.0,0.0
3.75,33.0,0,5,2.0,2.0,1.0,3,6,3.0,11.0,1.0,0.0
8.8,52.0,0,5,5.0,6.0,4.0,4,7,8.3,8.6,1.0,0.0
7.5,46.0,3,5,1.0,1.0,1.0,1,2,4.2,11.0,1.0,0.0
7.7,50.0,0,5,4.0,4.0,3.0,1,7,4.0,12.5,1.0,0.0
21.5,100.0,3,1,5.0,6.0,5.0,1,6,5.0,20.0,1.0,0.0
21.9,174.0,3,5,5.0,3.0,3.0,1,2,5.0,35.0,1.0,0.0
13.5,90.0,3,5,5.0,5.0,3.0,1,7,5.0,18.0,1.0,0.0
6.48,50.0,0,5,3.0,2.0,2.0,3,7,4.1,12.0,1.0,0.0
7.699,50.0,0,1,4.0,5.0,4.0,1,7,4.0,13.0,1.0,0.0
4.19,24.0,0,5,3.0,3.0,3.0,4,7,5.0,4.5,1.0,0.0
4.0,30.0,0,5,2.0,2.0,2.0,3,6,5.0,6.0,1.0,0.0
2.75,15.0,0,5,2.0,3.0,3.0,2,2,4.0,12.0,1.0,0.0
6.39,58.0,0,5,5.0,5.0,4.0,1,7,4.0,14.5,1.0,0.0
7.25,60.0,0,5,4.0,4.0,4.0,1,7,4.0,15.0,1.0,0.0
36.5,219.0,0,5,10.0,6.0,5.0,3,7,8.0,28.0,1.0,0.0
7.8,96.0,0,5,4.0,5.0,4.0,1,2,4.0,24.0,1.0,0.0
7.45,40.0,3,1,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
7.9,80.0,3,5,2.0,2.0,2.0,3,7,8.0,10.0,1.0,0.0
14.0,101.6,0,5,5.0,5.0,3.0,4,7,4.46,20.4,1.0,0.0
7.45,39.2,0,5,2.0,3.0,2.0,2,7,5.0,8.0,1.0,0.0
9.4,40.0,0,5,3.0,4.0,5.0,4,2,4.0,10.0,1.0,0.0
8.8,81.0,0,5,4.0,3.0,4.0,3,7,4.0,20.0,1.0,0.0
9.3,50.0,4,5,4.0,6.0,5.0,4,7,4.0,13.0,1.0,0.0
6.99,53.0,0,5,5.0,5.0,5.0,4,7,4.0,13.2,1.0,0.0
9.0,60.0,0,5,5.0,5.0,3.0,1,7,4.0,15.0,1.0,0.0
14.99,100.0,3,5,10.0,6.0,6.0,4,7,5.0,20.0,1.0,0.0
3.55,42.0,0,5,2.0,2.0,2.0,1,2,3.5,12.0,1.0,0.0
3.98,26.5,0,5,2.0,2.0,2.0,3,2,5.0,5.1,1.0,0.0
5.6,36.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
7.25,45.0,0,5,3.0,4.0,3.0,3,7,4.0,12.0,1.0,0.0
6.0,40.0,0,5,4.0,5.0,3.0,3,7,4.0,10.0,1.0,0.0
4.65,44.0,0,5,2.0,3.0,2.0,4,2,4.0,11.0,1.0,0.0
4.0,36.0,0,5,3.0,3.0,2.0,4,7,4.0,12.0,1.0,0.0
7.999,50.0,0,5,5.0,3.0,5.0,4,7,3.7,13.0,1.0,0.0
8.8,82.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.95,60.0,0,5,5.0,3.0,3.0,1,2,4.0,15.0,1.0,0.0
5.986,36.9,0,1,3.0,2.0,3.0,1,7,3.05,12.1,1.0,0.0
11.0,126.0,3,5,6.0,3.0,3.0,1,2,6.0,21.0,1.0,0.0
5.55,71.0,3,5,1.0,1.0,1.0,2,7,3.5,20.0,1.0,0.0
4.88,35.0,0,1,2.0,2.0,2.0,1,7,3.2,11.0,1.0,0.0
8.68,48.0,0,5,4.0,3.0,4.0,1,7,4.1,12.0,1.0,0.0
2.45,22.0,0,5,1.0,2.0,2.0,3,7,3.0,7.5,1.0,0.0
4.25,21.0,0,5,2.0,3.0,3.0,3,7,3.5,6.0,1.0,0.0
8.0,54.0,0,5,4.0,5.0,4.0,4,7,4.5,12.0,1.0,0.0
6.58,45.0,0,5,4.0,5.0,3.0,1,7,4.0,12.0,1.0,0.0
15.5,110.0,3,1,6.0,6.0,4.0,1,2,5.0,22.0,1.0,0.0
8.8,80.0,0,5,4.0,4.0,4.0,3,7,4.0,20.0,1.0,0.0
6.6,55.0,0,5,2.0,2.0,2.0,3,7,4.3,13.0,1.0,0.0
8.5,60.0,0,5,3.0,4.0,3.0,1,7,4.1,15.0,1.0,0.0
2.1,40.0,0,4,5.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
8.7,57.0,0,5,4.0,3.0,3.0,3,7,4.0,15.0,1.0,0.0
9.6,75.0,0,5,6.0,5.0,4.0,1,7,5.0,15.0,1.0,0.0
3.15,25.7,0,5,2.0,2.0,2.0,1,2,3.82,6.9,1.0,0.0
3.88,32.0,0,5,2.0,2.0,2.0,3,2,4.0,8.0,1.0,0.0
4.38,44.0,0,1,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
8.5,79.0,0,5,4.0,4.0,3.0,3,7,5.0,18.0,1.0,0.0
8.0,80.0,0,5,4.0,4.0,4.0,4,7,5.0,18.0,1.0,0.0
6.2,40.0,0,1,4.0,3.0,3.0,1,6,4.0,10.0,1.0,0.0
5.5,62.0,0,5,3.0,2.0,2.0,4,2,4.0,16.0,1.0,0.0
5.9,50.0,0,5,3.0,2.0,3.0,1,2,5.4,13.5,1.0,0.0
3.88,26.0,0,5,2.0,2.0,2.0,4,6,3.2,8.0,1.0,0.0
6.79,54.0,0,5,3.0,4.0,4.0,4,7,4.7,11.5,1.0,0.0
8.2,60.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.1,64.0,0,1,3.0,2.0,1.0,1,2,4.5,14.0,1.0,0.0
5.36,44.0,0,5,2.0,2.0,2.0,4,7,4.4,11.0,1.0,0.0
5.95,39.0,0,1,2.0,2.0,2.0,1,6,3.7,11.0,1.0,0.0
10.3,90.0,0,1,6.0,3.0,3.0,1,2,6.0,15.0,1.0,0.0
8.0,79.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.95,40.0,0,1,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
12.5,78.0,0,5,6.0,4.0,4.0,1,7,4.0,20.0,1.0,0.0
5.0,40.0,0,5,2.0,3.0,2.0,4,7,4.0,10.0,1.0,0.0
7.999,50.0,0,5,5.0,3.0,5.0,4,7,3.7,13.0,1.0,0.0
8.8,56.6,0,5,5.0,3.0,4.0,4,7,4.0,14.5,1.0,0.0
3.49,44.9,0,5,4.0,4.0,2.0,3,7,4.3,10.4,1.0,0.0
2.95,24.0,2,5,2.0,2.0,1.0,2,2,6.5,4.0,1.0,0.0
3.98,40.0,3,5,3.0,2.0,2.0,4,7,5.6,7.0,1.0,0.0
3.3,21.56,0,5,3.0,3.0,2.0,2,7,3.7,5.8,1.0,0.0
2.8,22.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.35,48.4,0,5,3.0,2.0,2.0,4,2,3.2,16.0,1.0,0.0
9.7,60.0,0,5,5.0,3.0,5.0,1,7,5.0,13.0,1.0,0.0
7.89,70.0,0,5,4.0,5.0,3.0,4,7,4.0,18.0,1.0,0.0
5.35,48.4,0,5,3.0,2.0,3.0,3,7,4.0,12.0,1.0,0.0
2.75,16.0,0,5,2.0,3.0,2.0,1,2,3.5,5.0,1.0,0.0
18.9,141.0,2,5,10.0,6.0,5.0,3,2,4.0,12.0,1.0,0.0
11.99,110.0,0,5,4.0,3.0,3.0,3,2,5.0,22.0,1.0,0.0
6.449,76.0,0,5,3.0,3.0,2.0,3,7,5.1,15.0,1.0,0.0
3.39,18.6,0,5,2.0,2.0,3.0,0,2,3.5,6.0,1.0,0.0
5.0,62.0,0,5,2.0,2.0,1.0,3,7,3.3,20.0,1.0,0.0
6.7,62.0,0,5,3.0,3.0,2.0,3,2,6.1,10.0,1.0,0.0
8.0,92.0,0,5,4.0,4.0,3.0,4,7,5.0,18.0,1.0,0.0
4.49,44.0,0,5,4.0,5.0,3.0,1,7,4.0,12.0,1.0,0.0
5.35,50.0,0,5,3.0,3.0,2.0,4,2,3.5,14.0,1.0,0.0
2.45,32.0,0,5,2.0,2.0,2.0,3,6,4.0,8.0,1.0,0.0
7.19,60.0,0,5,5.0,5.0,5.0,4,7,4.0,15.0,1.0,0.0
6.7,60.0,0,1,4.0,5.0,4.0,1,7,4.0,15.0,1.0,0.0
4.9,40.0,3,5,3.0,3.0,2.0,4,7,4.0,10.0,1.0,0.0
6.69,47.0,3,5,4.0,5.0,5.0,4,7,4.0,12.0,1.0,0.0
8.19,70.0,0,5,4.0,5.0,2.0,4,7,4.0,18.0,1.0,0.0
6.7,56.0,0,5,4.0,3.0,3.0,3,2,4.2,13.0,1.0,0.0
6.95,40.0,0,5,3.0,4.0,4.0,4,7,4.0,10.0,1.0,0.0
3.0,40.0,0,1,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
5.8,50.7,0,1,3.0,2.0,2.0,1,7,4.1,13.0,1.0,0.0
5.65,66.0,0,5,4.0,3.0,2.0,3,2,4.0,16.5,1.0,0.0
5.85,70.0,0,1,3.0,3.0,3.0,1,7,4.8,15.0,1.0,0.0
3.0,36.0,0,1,2.0,3.0,2.0,1,7,4.0,12.0,1.0,0.0
7.0,62.0,0,5,4.0,4.0,3.0,3,7,4.7,13.0,1.0,0.0
7.3,40.0,0,1,3.0,4.0,5.0,1,2,4.0,12.0,1.0,0.0
3.3,43.0,0,5,3.0,2.0,2.0,3,2,3.8,11.0,1.0,0.0
4.1,44.0,0,5,3.0,2.0,2.0,3,2,4.0,11.0,1.0,0.0
14.5,74.0,0,1,6.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.58,50.0,0,5,2.0,2.0,2.0,4,7,3.5,15.0,1.0,0.0
1.75,36.0,3,5,1.0,3.0,3.0,1,2,4.0,9.0,1.0,0.0
8.6,44.0,0,5,4.0,4.0,3.0,4,7,4.45,13.0,1.0,0.0
1.8,12.0,0,5,1.0,3.0,3.0,1,7,3.0,4.0,1.0,0.0
4.8,37.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
3.79,22.0,0,5,2.0,2.0,2.0,4,7,3.05,8.0,1.0,0.0
7.5,66.0,3,1,3.0,3.0,3.0,1,7,4.0,17.0,1.0,0.0
6.89,60.0,0,5,2.0,3.0,3.0,1,7,4.0,15.0,1.0,0.0
6.7,65.0,0,5,5.0,5.0,5.0,4,7,4.0,12.0,1.0,0.0
5.5,70.0,0,5,2.0,2.0,3.0,3,7,4.45,16.0,1.0,0.0
4.5,50.0,0,1,2.0,2.0,2.0,3,7,4.0,12.0,1.0,0.0
5.5,55.3,0,5,4.0,4.0,1.0,4,7,41.0,14.5,1.0,0.0
7.5,61.0,0,5,5.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
8.7,48.0,0,5,4.0,5.0,4.0,1,7,3.5,14.5,1.0,0.0
5.39,45.0,0,5,3.0,3.0,3.0,1,7,4.0,11.5,1.0,0.0
10.7,52.2,3,5,2.0,3.0,3.0,1,2,4.48,12.0,1.0,0.0
5.9,41.8,0,5,3.0,3.0,2.0,3,7,3.7,13.0,1.0,0.0
8.49,80.0,0,5,3.0,3.0,3.0,3,7,5.0,18.0,1.0,0.0
5.43,70.0,3,1,4.0,3.0,3.0,1,6,4.0,12.0,1.0,0.0
4.0,40.0,0,5,2.0,2.0,2.0,4,2,4.0,10.0,1.0,0.0
4.7,42.0,0,5,2.0,3.0,2.0,4,2,4.2,10.0,1.0,0.0
7.3,54.0,0,5,1.0,1.0,2.0,2,7,4.0,14.0,1.0,0.0
6.05,34.0,3,5,2.0,2.0,2.0,2,2,3.2,11.0,1.0,0.0
8.19,59.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.9,35.0,0,5,2.0,2.0,2.0,3,7,3.2,11.0,1.0,0.0
5.96,68.0,0,5,3.0,3.0,3.0,4,2,4.0,20.0,1.0,0.0
7.8,56.0,0,5,4.0,3.0,4.0,1,7,4.0,14.0,1.0,0.0
5.5,32.0,0,5,3.0,3.0,3.0,4,7,3.2,10.0,1.0,0.0
8.5,60.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.0,30.0,0,5,3.0,3.0,3.0,3,7,3.0,10.0,1.0,0.0
2.97,18.0,0,5,3.0,2.0,3.0,4,2,4.0,12.0,1.0,0.0
3.49,40.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
9.49,70.0,0,5,3.0,2.0,2.0,2,7,5.3,13.5,1.0,0.0
6.0,70.0,0,5,3.0,2.0,3.0,3,2,4.0,18.0,1.0,0.0
3.9,26.5,0,5,3.0,2.0,2.0,3,7,5.06,6.0,1.0,0.0
8.49,110.0,4,5,4.0,4.0,3.0,4,7,5.5,19.0,1.0,0.0
7.9,63.0,0,5,4.0,5.0,4.0,3,2,4.5,14.0,1.0,0.0
7.9,56.0,0,5,4.0,5.0,4.0,4,7,4.0,14.0,1.0,0.0
7.8,65.0,0,5,7.0,6.0,5.0,3,7,3.0,22.0,1.0,0.0
4.25,53.7,0,5,2.0,1.0,1.0,2,2,4.4,12.0,1.0,0.0
5.68,51.0,0,5,2.0,3.0,2.0,3,6,4.0,13.0,1.0,0.0
4.95,40.0,0,5,4.0,3.0,3.0,2,2,4.0,10.0,1.0,0.0
8.6,66.0,0,5,5.0,6.0,4.0,4,2,4.5,14.7,1.0,0.0
11.7,96.0,3,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.5,45.0,0,1,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.3,48.0,0,5,3.0,2.0,2.0,3,7,4.0,12.0,1.0,0.0
4.0,35.0,0,5,2.0,3.0,2.0,4,7,4.0,12.0,1.0,0.0
7.8,64.0,0,1,3.0,3.0,4.0,1,7,4.5,14.0,1.0,0.0
7.65,41.0,0,5,4.0,3.0,5.0,4,7,4.5,9.0,1.0,0.0
7.0,65.0,0,5,4.0,4.0,4.0,2,6,4.0,16.0,1.0,0.0
10.5,64.4,0,1,2.0,3.0,3.0,1,2,4.0,16.5,1.0,0.0
24.0,120.0,0,5,9.0,6.0,7.0,3,7,5.6,20.0,1.0,0.0
3.65,28.0,0,5,2.0,2.0,2.0,2,2,4.0,7.0,1.0,0.0
2.1,22.0,0,1,2.0,2.0,3.0,1,7,4.0,12.0,1.0,0.0
3.4,20.0,0,5,2.0,2.0,2.0,3,7,5.0,4.0,1.0,0.0
14.0,65.0,3,5,6.0,3.0,3.0,1,2,4.2,15.0,1.0,0.0
8.8,52.0,3,5,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
4.0,52.5,0,5,2.0,2.0,1.0,4,7,3.5,15.0,1.0,0.0
7.7,52.0,0,5,3.0,4.0,4.0,2,7,4.0,13.0,1.0,0.0
5.7,38.0,0,5,4.0,3.0,3.0,3,7,3.5,12.0,1.0,0.0
14.0,77.9,3,5,9.0,6.0,4.0,3,2,3.8,13.0,1.0,0.0
7.28,40.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
8.68,50.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.579,42.0,0,5,1.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
4.2,36.0,0,5,2.0,3.0,3.0,1,7,3.0,12.0,1.0,0.0
4.1,52.0,0,5,3.0,2.0,3.0,1,7,4.0,13.0,1.0,0.0
3.75,30.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
6.1,54.0,0,5,2.0,3.0,2.0,3,7,3.6,15.0,1.0,0.0
12.0,56.2,3,5,5.0,6.0,3.0,2,2,4.0,15.0,1.0,0.0
1.9,18.0,0,5,1.0,3.0,3.0,1,2,3.0,6.0,1.0,0.0
1.1,10.0,0,5,1.0,3.0,3.0,1,2,3.0,6.0,1.0,0.0
8.2,80.4,0,5,3.0,4.0,2.0,3,7,4.0,20.0,1.0,0.0
6.95,42.0,0,5,3.0,4.0,4.0,4,7,4.2,10.0,1.0,0.0
4.25,27.0,0,5,2.0,2.0,3.0,3,2,3.0,9.0,1.0,0.0
10.95,117.0,0,5,5.0,3.0,1.0,2,7,5.0,22.0,1.0,0.0
4.1,30.3,0,5,2.0,2.0,3.0,1,7,3.3,10.3,1.0,0.0
6.98,62.2,0,5,4.0,5.0,4.0,1,7,4.0,15.5,1.0,0.0
7.8,62.0,0,5,8.0,6.0,3.0,1,2,4.0,15.6,1.0,0.0
4.0,40.9,0,5,2.0,2.0,2.0,3,6,5.0,8.2,1.0,0.0
7.9,76.0,0,5,3.0,4.0,3.0,1,7,4.0,12.0,1.0,0.0
6.9,51.6,0,5,2.0,1.0,3.0,1,2,3.8,14.0,1.0,0.0
4.5,43.1,0,5,2.0,2.0,2.0,1,2,4.0,12.0,1.0,0.0
7.435,53.0,0,5,4.0,4.0,3.0,3,7,3.5,15.0,1.0,0.0
4.68,25.0,0,5,3.0,3.0,4.0,4,6,3.0,8.5,1.0,0.0
5.8,45.0,0,5,3.0,4.0,3.0,3,7,5.5,8.0,1.0,0.0
14.0,75.2,3,5,3.0,3.0,4.0,2,7,4.0,19.0,1.0,0.0
5.2,52.9,0,5,3.0,2.0,1.0,2,2,4.0,13.5,1.0,0.0
9.75,57.9,2,5,5.0,4.0,4.0,3,7,4.0,15.0,1.0,0.0
13.9,120.0,0,5,6.0,6.0,3.0,1,7,4.0,12.0,1.0,0.0
5.2,50.0,0,5,2.0,2.0,3.0,1,7,4.0,12.0,1.0,0.0
5.75,48.0,0,5,2.0,2.0,2.0,1,7,4.0,12.0,1.0,0.0
10.5,100.0,3,5,1.0,3.0,3.0,1,2,4.0,25.0,1.0,0.0
4.3,40.0,0,5,3.0,3.0,3.0,1,2,4.0,10.0,1.0,0.0
4.3,46.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
3.6,36.0,0,5,2.0,2.0,3.0,3,7,3.3,11.0,1.0,0.0
2.05,14.0,0,5,2.0,1.0,2.0,4,2,2.5,4.5,1.0,0.0
3.49,24.0,0,5,2.0,1.0,2.0,1,2,4.0,12.0,1.0,0.0
14.8,111.5,3,5,3.0,3.0,1.0,1,7,4.5,24.0,1.0,0.0
4.46,46.0,0,5,2.0,2.0,1.0,2,2,3.0,15.35,1.0,0.0
6.5,54.0,0,5,3.0,3.0,3.0,1,7,4.9,10.0,1.0,0.0
7.5,59.0,2,5,6.0,3.0,4.0,3,7,4.0,12.0,1.0,0.0
0.89,10.0,0,4,2.0,2.0,2.0,1,2,2.0,5.0,1.0,0.0
23.1,140.0,4,5,4.0,3.0,2.0,1,7,7.0,20.0,1.0,0.0
8.7,40.0,0,5,3.0,3.0,5.0,4,7,5.2,8.0,1.0,0.0
3.368,26.4,0,5,2.0,3.0,3.0,1,7,3.1,8.5,1.0,0.0
3.4,40.0,0,5,2.0,2.0,1.0,1,7,4.0,20.0,1.0,0.0
7.999,76.0,0,5,3.0,3.0,3.0,3,7,6.8,12.0,1.0,0.0
4.799,52.0,0,5,2.0,2.0,3.0,1,1,4.0,13.0,1.0,0.0
8.15,80.0,0,5,3.0,4.0,3.0,3,7,4.0,20.0,1.0,0.0
2.45,16.0,0,5,1.0,3.0,3.0,1,2,4.0,4.0,1.0,0.0
7.6,59.3,0,5,4.0,3.0,3.0,2,7,4.0,15.0,1.0,0.0
5.98,41.85,0,5,3.0,3.0,3.0,4,2,4.5,9.3,1.0,0.0
7.9,60.0,3,5,4.0,2.0,3.0,1,2,6.0,10.0,1.0,0.0
2.3,15.0,0,5,2.0,1.0,3.0,1,2,3.0,5.0,1.0,0.0
3.2,22.0,0,5,2.0,1.0,2.0,2,7,3.5,6.5,1.0,0.0
